,Unnamed: 0,varname,number_of_spaces,firstCharisLetter,argument,varlength,datatype,vartype,projectid
322957,5657443,z inside,1,True,2,8,int,string,98169392
322960,5657446,lz,0,True,0,2,int,string,98169392
322961,5657447,X->x,0,True,1,4,int,string,98169392
322962,5657448,X->y,0,True,0,4,int,string,98169392
322963,5657449,X->z,0,True,0,4,int,string,98169392
322964,5657450,Y->x,0,True,0,4,int,string,98169392
322965,5657451,Y->y,0,True,1,4,int,string,98169392
322966,5657452,Y->z,0,True,0,4,int,string,98169392
322967,5657453,Z->x,0,True,0,4,int,string,98169392
322968,5657454,Z->y,0,True,0,4,int,string,98169392
322969,5657455,Z->z,0,True,1,4,int,string,98169392
322972,5657458,z vel,1,True,0,5,int,string,98169392
322974,5657460,x rotation,1,True,0.01,10,float,string,98169392
322975,5657461,y rotation,1,True,0.01,10,float,string,98169392
322976,5657462,z rotation,1,True,0.01,10,float,string,98169392
322977,5657463,broken,0,True,0,6,int,string,98169392
322978,5657464,x plane,1,True,0,7,int,string,98169392
322979,5657465,y plane,1,True,2,7,int,string,98169392
322980,5657466,z plane,1,True,5,7,int,string,98169392
322981,5657467,wheels,0,True,-2,6,int,string,98169392
322982,5657468,wheels state,1,True,0,12,int,string,98169392
322985,5657471,rocket x,1,True,0,8,int,string,98169392
322986,5657472,rocket y,1,True,0,8,int,string,98169392
322987,5657473,rocket z,1,True,0,8,int,string,98169392
322988,5657474,rocket vel x,2,True,e,12,char,string,98169392
322989,5657475,rocket vel y,2,True,e,12,char,string,98169392
322990,5657476,rocket vel z,2,True,e,12,char,string,98169392
322991,5657477,front\/back,0,True,0,11,int,string,98169392
322992,5657478,back wing,1,True,0,9,int,string,98169392
322993,5657479,left\/right,0,True,0,11,int,string,98169392
322994,5657480,x acc,1,True,0,5,int,string,98169392
322995,5657481,z acc,1,True,0,5,int,string,98169392
322999,5657560,rocket fire,1,True,1,11,int,string,98169392
323083,5658871,slope z,1,True,0,7,int,string,98169392
323084,5658893,slope x,1,True,0,7,int,string,98169392
323091,5659052,ZZ,0,True,5,2,int,string,98169392
323245,5664248,rat??n 2,1,True,0,8,int,string,98169743
323246,5664249,rat??n 1,1,True,0,8,int,string,98169743
323392,5668074,str,0,True,str,3,list,string,98172096
323398,5668394,incorrecto,0,True,0,10,int,string,98172375
323400,5668411,augmenta caucas en 1,3,True,1,20,int,string,98172400
324897,5687273,Carrying?,0,True,0,9,int,string,98172898
324909,5687546,Solution Water,1,True,-1,14,int,string,98172898
324910,5687547,Cell Water,1,True,1,10,int,string,98172898
324913,5687606,Touching B?,1,True,1,11,int,string,98172898
324914,5687609,Solution Sugar,1,True,-1,14,int,string,98172898
324917,5687650,Cell Sugar,1,True,-1,10,int,string,98172898
325119,5690549,Engulfed?,0,True,0,9,int,string,98172898
325126,5690624,Solution?,0,True,Hypotonic,9,string,string,98172898
325135,5690720,Touching Cell?,1,True,0,14,int,string,98172898
325153,5691067,On\/Off?,0,True,1,8,int,string,98172898
325154,5691087,Energy?,0,True,0,7,int,string,98172898
325155,5691130,C??rculos,0,True,0,9,int,string,98173130
325156,5691131,Cruzes,0,True,0,6,int,string,98173130
325157,5691132,Gana,0,True,nadie ,4,string,string,98173130
325159,5691134,Tablero,0,True,Tablero,7,list,string,98173130
325253,5691559,????????1,0,False,0,9,int,string,98173591
325255,5691561,????????3,0,False,0,9,int,string,98173591
325256,5691562,??????????4,0,False,0,11,int,string,98173591
325257,5691563,??????????6,0,False,0,11,int,string,98173591
325258,5691564,????????7,0,False,0,9,int,string,98173591
325259,5691565,??????????8,0,False,0,11,int,string,98173591
325260,5691566,????????9,0,False,0,9,int,string,98173591
325286,5694950,ComputerScore,0,True,0,13,int,string,98173699
325559,5698863,tamanho,0,True,0,7,int,string,98174656
325566,5698938,contaBalao,0,True,0,10,int,string,98174656
325567,5698974,adicional,0,True,1,9,int,string,98174656
325568,5698993,Objetos,0,True,-1,7,int,string,98174656
325573,5699055,fant1,0,True,2,5,int,string,98174656
325579,5699072,controleDeVelocidade,0,True,4,20,int,string,98174656
325580,5699083,contBall,0,True,0,8,int,string,98174656
325589,5699262,CUQUES,0,True,0,6,int,string,98174819
325593,5699395,Klient,0,True,0,6,int,string,98175041
325594,5699435,klient 2,1,True,1,8,int,string,98175041
325618,5700397,<3,0,False,-1,2,int,string,98175720
325670,5702211,cantidad1,0,True,0,9,int,string,98177704
325671,5702212,cantidad2,0,True,0,9,int,string,98177704
325708,5704089,00,0,False,star war,2,string,int,98179144
325710,5704125,ship,0,True,-1,4,int,string,98179144
325744,5704736,321,0,False,1,3,int,int,98179182
325769,5705014,Best score,1,True,Best score,10,list,string,98179182
325770,5705017,sss,0,True,sss,3,list,string,98179182
325799,5705117,Effect,0,True,on,6,string,string,98179182
325808,5705495,Next B Hider,2,True,0,12,int,string,98179361
325826,5706589,pullmax,0,True,0,7,int,string,98179361
325830,5706652,df,0,True,0.995,2,float,string,98179361
325883,5711054,4 hit,1,False,0,5,int,string,98180032
325886,5711066,3 hit,1,False,0,5,int,string,98180032
325889,5711078,6 hit,1,False,0,5,int,string,98180032
325892,5711090,7 hit,1,False,0,5,int,string,98180032
325895,5711102,2-hit,0,False,0,5,int,string,98180032
325898,5711114,8 hit,1,False,0,5,int,string,98180032
325901,5711126,10hit,0,False,0,5,int,string,98180032
325904,5711138,12hit,0,False,0,5,int,string,98180032
325907,5711150,11hit,0,False,0,5,int,string,98180032
325910,5711162,1 hit,1,False,0,5,int,string,98180032
325913,5711174,5 hit,1,False,0,5,int,string,98180032
325916,5711186,9hit,0,False,0,4,int,string,98180032
325931,5711776,CATCHED,0,True,1,7,int,string,98180342
325936,5711926,MISTAKE,0,True,1,7,int,string,98180462
325972,5713151,Fast,0,True,2,4,int,string,98180720
325994,5714510,Nombre 1,1,True,25,8,int,string,98181474
326014,5715163,Choosing Character,1,True,yes,18,string,string,98181948
326020,5715174,Turn?,0,True,none,5,string,string,98181948
326021,5715175,TPOF,0,True,none,4,string,string,98181948
326022,5715176,LMA,0,True,none,3,string,string,98181948
326023,5715178,Emma,0,True,Emma,4,list,string,98181948
326028,5715183,Manas,0,True,Manas,5,list,string,98181948
326033,5715188,Cassidy,0,True,Cassidy,7,list,string,98181948
326038,5715193,Connor,0,True,Connor,6,list,string,98181948
326043,5715198,Aayush,0,True,Aayush,6,list,string,98181948
326048,5715203,Nathan,0,True,Nathan,6,list,string,98181948
326053,5715208,Ethan,0,True,Ethan,5,list,string,98181948
326058,5715213,Raphael,0,True,Raphael,7,list,string,98181948
326063,5715218,Brian,0,True,Brian,5,list,string,98181948
326068,5715223,Jacob,0,True,Jacob,5,list,string,98181948
326164,5718472,yellow car,1,True,-1,10,int,string,98182670
326167,5718487,blue car,1,True,-1,8,int,string,98182670
326198,5719417,Blue Team Score,2,True,0,15,int,string,98183499
326199,5719418,Red Team Score,2,True,0,14,int,string,98183499
326200,5719419,Power Of Shot,2,True,0,13,int,string,98183499
326233,5720325,Gefressen,0,True,0,9,int,string,98183781
326234,5720345,Links,0,True,0,5,int,string,98183781
326235,5720346,Rechts,0,True,0,6,int,string,98183781
326242,5720544,When the arrow keys are pressed,5,True,0,31,int,string,98184005
326258,5721328,DanceScore,0,True,1110,10,int,string,98184216
326260,5721363,canWalk,0,True,0,7,int,string,98184216
326262,5721534,WantedLevel,0,True,0,11,int,string,98184216
326263,5721556,clerkdead?,0,True,0,10,int,string,98184216
326264,5721559,policeforgunstore?,0,True,0,18,int,string,98184216
326267,5721592,fightORdie,0,True,0,10,int,string,98184216
326272,5721910,CanDance,0,True,1,8,int,string,98184216
326287,5722067,police1dead,0,True,0,11,int,string,98184216
326299,5722424,7-11dead?,0,False,0,9,int,string,98184216
326302,5722454,Rob.GETMONEY,0,True,1,12,int,string,98184216
326303,5722500,sharkpoint,0,True,1,10,int,string,98184216
326327,5722932,randomTarget,0,True,6,12,int,string,98184216
326348,5723424,MicDialog,0,True,1,9,int,string,98184216
326363,5723850,weaponscreen,0,True,0,12,int,string,98184216
326395,5724483,MichaelDirection,0,True,e,16,char,string,98184216
326441,5724958,wastedNOREPEAT,0,True,0,14,int,string,98184216
326444,5724977,FreezerHiding,0,True,0,13,int,string,98184216
326445,5724988,wannaHide?msg,0,True,1,13,int,string,98184216
326458,5725074,robbing,0,True,0,7,int,string,98184216
326459,5725075,RobMSG,0,True,0,6,int,string,98184216
326466,5725212,DamageBroad?,0,True,0,12,int,string,98184216
326477,5725441,trafione,0,True,0,8,int,string,98184301
326496,5726726,Clouds,0,True,0,6,int,string,98184847
326508,5727078,fijar,0,True,right,5,string,string,98184927
326539,5727858,aantalGeraakt,0,True,0,13,int,string,98185645
326569,5728848,n?? valori inseriti,2,True,1,19,int,string,98186100
326577,5729351,CHnage by 1,2,True,-1,11,int,string,98186861
326692,5731972,World Switch,1,True,0,12,int,string,98187899
326720,5732689,Timer start,1,True,0,11,int,string,98188153
326754,5733712,Lives All,1,True,3,9,int,string,98188516
326770,5734490,Butterflies Dodged,1,True,1,18,int,string,98188763
326784,5734653,opened\/closed,0,True,0,14,int,string,98188770
326792,5734697,open\/closed2,0,True,0,13,int,string,98188770
326811,5735073,Points For Snowflackes Cought,3,True,0,29,int,string,98188870
326822,5735438,points bananas,1,True,1,14,int,string,98188953
326827,5735470,Timer!,0,True,20,6,int,string,98188953
326846,5735868,time_left,0,True,30,9,int,string,98189171
326898,5737728,under das ground,2,True,1,16,int,string,98190420
326903,5737792,beathighscore?,0,True,0,14,int,string,98190420
326924,5738348,finish line,1,True,5,11,int,string,98190460
326956,5739685,insterment type,1,True,1,15,int,string,98191377
326958,5739711,RecLst,0,True,RecLst,6,list,string,98191377
326965,5739940,Whichpart,0,True,1,9,int,string,98191377
326966,5739941,songlength,0,True,-1,10,int,string,98191377
326968,5739948,recOn,0,True,1,5,int,string,98191377
327040,5742478,Poimts,0,True,1,6,int,string,98192233
327105,5743928,sar,0,True,0,3,int,string,98192904
327109,5744142,puntuacio,0,True,0,9,int,string,98192990
327244,5746353,Boss Head Dir.,2,True,0,14,int,string,98193796
327355,5749914,Elemente,0,True,Elemente,8,list,string,98194934
327813,5754771,:,0,False,0,1,int,symbol,98194992
327884,5757130,P1 Points,1,True,0,9,int,string,98196117
327891,5757193,moveVel,0,True,0,7,int,string,98196117
327892,5757197,LR,0,True,0,2,int,string,98196117
327893,5757198,UD,0,True,0,2,int,string,98196117
327898,5757220,rightdir,0,True,90,8,int,string,98196117
327938,5757841,Right Anwsers,1,True,Right Anwsers,13,list,string,98196594
327964,5758089,Stuff to Defeatt The Undertaker,4,True,wwe-title-belt,31,string,string,98196707
327974,5758296,red points,1,True,0,10,int,string,98196746
327975,5758297,red speed,1,True,1,9,int,string,98196746
327978,5758343,blue points,1,True,0,11,int,string,98196746
327981,5758350,blue speed,1,True,1,10,int,string,98196746
327984,5758548,muffins eaten,1,True,1,13,int,string,98196921
327989,5758862,Number of Fruit left,3,True,-1,20,int,string,98197191
328041,5760147,saut?,0,True,0,5,int,string,98197630
328049,5760205,MARK,0,True,0,4,int,string,98197672
328071,5761278,Human Resources,1,True,-1,15,int,string,98198057
328105,5762361,y vel ball 2.5,3,True,-0.5,14,float,string,98198174
328111,5762419,y vel ball2,2,True,3,11,int,string,98198174
328116,5762477,y vel ball3,2,True,3,11,int,string,98198174
328121,5762529,y vel ball 3.4,3,True,3,14,int,string,98198174
328126,5762586,y vel ball 8,3,True,3,12,int,string,98198174
328131,5762638,y vel ball4,2,True,3,11,int,string,98198174
328136,5762754,Pionts,0,True,0,6,int,string,98198196
328184,5763358,listx,0,True,listx,5,list,string,98198278
328185,5763359,listy,0,True,listy,5,list,string,98198278
328229,5765152,??? HighScore,1,False,0,13,int,string,98198966
328268,5766018,Comp,0,True,0,4,int,string,98199432
328275,5766069,jumpcount,0,True,1,9,int,string,98199432
328345,5766952,life points,1,True,-1,11,int,string,98199591
328351,5767022,Hull Health 1,2,True,100,13,int,string,98199644
328357,5767056,Scrap Collected,1,True,1,15,int,string,98199644
328358,5767162,Hull Health 2,2,True,100,13,int,string,98199644
328365,5767329,Watermelon Health,1,True,100,17,int,string,98199732
328367,5767352,Cutediepie Health,1,True,500,17,int,string,98199732
328369,5767442,Speaker#,0,True,0,8,int,string,98199891
328392,5768152,M134 Minigun Shots Fired,3,True,1,24,int,string,98200196
328454,5770030,Repeater,0,True,0,8,int,string,98201152
328461,5770437,Time to cross,2,True,1,13,int,string,98201285
328472,5770619,movimiento puerta   grados,4,True,0,26,int,string,98201302
328473,5770626,palmas sonido,1,True,0,13,int,string,98201302
328474,5770634,luz bombilla,1,True,1,12,int,string,98201302
328478,5770645,movimiesnto,0,True,0,11,int,string,98201302
328481,5770663,peso,0,True,0,4,int,string,98201302
328482,5770671,sol temperatura,1,True,0,15,int,string,98201302
328483,5770674,desplegar,0,True,0,9,int,string,98201302
328486,5770689,ACTIVAR,0,True,1,7,int,string,98201302
328487,5770722,boom pow kablam,2,True,0,15,int,string,98201330
328498,5771572,Missiles Dodged,1,True,1,15,int,string,98201727
328517,5772735,Press up arrow to go to basketball court,7,True,Press up arrow to go to basketball court,40,string,string,98201887
328646,5776417,clicks2,0,True,0,7,int,string,98201944
328652,5776794,sensor de luz,2,True,1,13,int,string,98202065
328662,5776912,Bills,0,True,7,5,int,string,98202087
328663,5776971,Colts,0,True,0,5,int,string,98202087
328667,5777201,evil balloons,1,True,0,13,int,string,98202107
328705,5778268,precio total,1,True,50,12,int,string,98202400
328706,5778270,precios,0,True,precios,7,list,string,98202400
328711,5778294,Carrito de compras,2,True,Carrito de compras,18,list,string,98202400
328717,5778609,Vote for Adrian,2,True,-1,15,int,string,98202533
328743,5781481,Babs,0,True,-1,4,int,string,98203865
328755,5781549,Letter caught,1,True,0,13,int,string,98203865
328761,5781799,Furball,0,True,-1,7,int,string,98203865
328775,5782029,Buster,0,True,3,6,int,string,98203865
328805,5783681,sticks,0,True,20,6,int,string,98204186
328812,5783756,Number of Players,2,True,1,17,int,string,98204186
328814,5783852,Speed of Drawing,2,True,20,16,int,string,98204327
328886,5785234,Speed added,1,True,-2,11,int,string,98204488
328897,5785734,Upgrade Level,1,True,1,13,int,string,98204614
328899,5785743,Attack Delay,1,True,0.25,12,float,string,98204614
328906,5785804,Blop Cash,1,True,0,9,int,string,98204614
328992,5792278,Money! $$$,1,True,0,10,int,string,98205602
329003,5792772,#of times clicked,2,False,0,17,int,string,98205841
329005,5792814,Rocked,0,True,0,6,int,string,98205841
329008,5793056,bugs killed,1,True,0,11,int,string,98205841
329012,5793089,Keys pressed,1,True,1,12,int,string,98205841
329016,5793552,Bill Coins,1,True,0,10,int,string,98205841
329018,5793630,Good Grades,1,True,1,11,int,string,98205841
329072,5795746,CheckPoint,0,True,1,10,int,string,98206891
329101,5796700,?????????? X,1,False,?????????? X,12,list,string,98207050
329102,5796702,?????????? Y,1,False,?????????? Y,12,list,string,98207050
329118,5797158,touchingPlayer,0,True,false,14,string,string,98207377
329121,5797214,colorCounter2,0,True,1,13,int,string,98207377
329122,5797216,touchingP1,0,True,false,10,string,string,98207377
329123,5797217,velocity2,0,True,0,9,int,string,98207377
329124,5797222,directions2,0,True,directions2,11,list,string,98207377
329160,5797376,touchingP2,0,True,false,10,string,string,98207377
329173,5797856,cabou,0,True,0,5,int,string,98207622
329197,5798205,X-Scrolling Velocity,1,True,0,20,int,string,98207886
329200,5798709,distance travled,1,True,0,16,int,string,98207983
329211,5799367,raptor danger,1,True,100,13,int,string,98208297
329226,5799988,times scored,1,True,1,12,int,string,98208632
329245,5800771,??? IQ dropped,2,False,1,14,int,string,98209122
329246,5801104,answers correct,1,True,0,15,int,string,98209314
329267,5801516,dead physics crab and duck,4,True,1,26,int,string,98209363
329278,5802247,clothes,0,True,clothes,7,list,string,98209749
329282,5802261,Times Pressed *C*,2,True,0,17,int,string,98209749
329295,5802534,POINS,0,True,0,5,int,string,98209818
329316,5803744,subject,0,True,subject,7,list,string,98210198
329322,5804058,Weeds,0,True,-1,5,int,string,98210388
329327,5804229,Explore,0,True,yes,7,string,string,98210428
329328,5804247,Places Checked,1,True,attic,14,string,string,98210428
329332,5804295,Hiding Spot,1,True,Curtains,11,string,string,98210428
329339,5804439,Spots,0,True,0,5,int,string,98210428
329347,5804642,Instruction Number,1,True,1,18,int,string,98210428
329349,5804644,Friend's Score,1,True,0,14,int,string,98210428
329362,5804977,Hiding Places,1,True,Hiding Places,13,list,string,98210428
329364,5805023,Look,0,True,0,4,int,string,98210428
329365,5805038,Right Arrow Places,2,True,Right Arrow Places,18,list,string,98210428
329376,5805353,??? ----------,1,False,0,14,int,string,98210428
329377,5805480,Duck Killed,1,True,0,11,int,string,98210725
329395,5806263,Attacks Survived,1,True,0,16,int,string,98211063
329418,5806747,spaceship score,1,True,0,15,int,string,98211339
