varname,projectid
#old scroll y,1
#old taco high,1
#old taco score,1
#on screen,1
#option no,1
#output,1
#pen x,1
#pen y,1
#player tank movement allowed?,1
#playerbulletavalible?,1
#players,1
#points,1
#position in script,1
#question,1
#recharge time,1
#return,1
#return temp,1
#road_width,1
#sand,1
#sbg,1
#scene,1
#script no,1
#scrolling,1
#sine,1
#size,1
#slider effect start,1
#slider interval,1
#slider max,1
#slider min,1
#slider status,1
#slider types,1
#slider values,1
#slider widths,1
#slider xs,1
#slider ys,1
#spacepressed,1
#speeed,1
#sprite,1
#stone,1
#t 1,1
#temp 5,1
#temp 7,1
#temp: pen x,1
#temp: pen y,1
#temp: split list,1
#temp: sprite properties,1
#time played,1
#timeclones,1
#timer,1
#times,1
#vars,1
#visible,1
#wood,1
#wrong letters,1
#x offset,1
#y offset,1
#~int: temp,1
#~int: temp 2,1
#~int: temp 3,1
#~int: temp 4,1
#~int: temp list,1
$ earned,1
$ per click,1
$ per second,1
$ per type,1
$#$,1
$#2$,1
$#3$,1
$$$$$,1
$$$munnies$$$,1
$3 ,1
$cookies$,1
$core,1
$cos,1
$lighning,1
$points??????????????$,1
$ps,1
$q!gkh>o[obui\\|,1
$rot,1
$s,1
$sin,1
% complete,1
% completed,1
% correct,1
% done,1
% lift,1
% upgrade,1
%-width,1
1%,1
100%,1
%appdata%,1
%data%,1
%m,1
%math%,1
%noperator%,1
%ntotal%,1
%physics%,1
%ssuit%,1
%status%,1
&&&&&&,1
''*'',1
'????????????'?????????,1
'??????x'?????????,1
'cost',1
'gravity',1
'z' yv,1
( ???? ???? ????),1
( ???? ???? ????) clicked,1
( ???? ???? ????) clicked upgrade,1
(*) bonnie ai,1
(*) chica ai,1
(*) foxy ai,1
(*) freddy ai,1
(._.),1
(1) part 1,1
(1) part 2,1
(2) part 1,1
(2) part 1\/2,1
(2) part 2,1
(b),1
(cat),1
(direction),1
(duck),1
(enemy)yvel,1
(extra storage,1
(for color effect only)change(1) or set(2):,1
(global)currentlevel,1
(global)level,1
(hits),1
(i),1
(ignore),1
(inn gold),1
(lag probability),1
(level_var),1
(local)startx,1
(minigame 3:) something held rn?,1
(outro stuffs),1
(p-u) yvel,1
(present:) allot points lock,1
(s_var),1
(selection:) finish snowman?,1
(selection:) show items?,1
(size),1
(speed),1
(type),1
(uneeded),1
(when this gets to 10 you lose),1
),1
*(power_up)*,1
**,1
***,1
**points**,1
*_,1
*altersearchtext,1
*bosfightcos,1
*bossfight,1
*bossfightcos,1
*bossfightcos2,1
*boxtype,1
*brightness,1
*cars,1
*chars,1
*chp,1
*creator*,1
*deaths*,1
*dotonce,1
*i,1
*i2,1
*item data numeral*,1
*item load section*,1
*loadedpage,1
*n*thcounter,1
*perfect* hits,1
*played note*,1
*replay note id*,1
*requestjoiner,1
*roomarea,1
*scratchy*,1
*searchtext,1
*sizevel,1
*slide*,1
*space junk collected*,1
*time,1
*u* pressed,1
*x,1
*y,1
*yawn*,1
+ 1 cost,1
+ 1 purchased,1
#NAME?,1
+ or -,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
"+,-,*,\/",1
10,1
+1regulator,1
2,1
+\\-,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
+prijs+,1
#NAME?,1
#NAME?,1
#NAME?,1
",,",1
",cost,",1
",made basket",1
",x;aa",1
-   x position - glide to   -,1
-   y position - glide to   -,1
- - - player color - - -,1
- - - player shade - - -,1
- - - player skin - - -,1
- 1 life,1
- item #,1
- item # of largest number,1
#NAME?,1
#NAME?,1
- timer -,1
--,1
----,1
----- anti mal opened? -----,1
----- sp2 release date -----,1
#NAME?,1
-----music player which song?---,1
-----search-----,1
-----start pressed?-----,1
---anti mal 2015 open?---,1
#NAME?,1
#NAME?,1
-0_intro,1
#NAME?,1
-4,1
-90 or 90?,1
-90 or 90? (inner),1
->,1
-??????,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
-cost-,1
#NAME?,1
#NAME?,1
-direction-,1
#NAME?,1
#NAME?,1
#NAME?,1
-hand-,1
-hp-,1
-hungry-,1
-level-,1
-or+,1
-prijs-,1
#NAME?,1
-second-,1
#NAME?,1
-sets-,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
#NAME?,1
-x-,1
#NAME?,1
#NAME?,1
-y-,1
#NAME?,1
#NAME?,1
..1,1
..2,1
._.,1
.ammo,1
.celration,1
.chars,1
.cost.,1
.drift,1
.driftingspeed,1
.edit mode,1
.exe alive,1
.exe hp,1
.exploded,1
.heatlh,1
.instantexplode,1
.loading%,1
.offroad,1
.place,1
.place_2,1
.place_3,1
.selection,1
.speed,1
.terrain,1
.topspeed,1
.totext,1
.turning,1
.zoom,1
0 air help!,1
0 to 1,1
0.02,1
0.05,1
0.1,1
0.2,1
0.5,1
0.??????  1.??????,1
0,1
00. mouse,1
0,1
1,1
1,1
10,1
11,1
00crudeoil,1
00oils,1
00refineries,1
00temp2,1
01. player,1
01. song,1
01. songs played,1
10,1
10100101011,1
11,1
02. enabled,1
02. user,1
03powneed,1
5,1
05rubbish,1
05trash,1
6,1
06pollution%,1
7,1
07poor,1
8,1
08maxmiddle,1
9,1
096 in motion,1
09maxrich,1
0=red 1=blue,1
0\/1,1
0\/1 repetition,1
0_timer,1
0s,1
0show,1
0smode,1
1 ??????,1
1 ??????2,1
1 ??????????,1
1 already done,1
1 attendens,1
1 b,1
1 beat,1
1 blast,1
1 bounce count,1
1 chosen,1
1 colour,1
1 comp,1
1 controls,1
1 count,1
1 d,1
1 fois ! non mais !,1
1 for dice 2,1
1 gravity,1
1 h volocity,1
1 health,1
1 hit,1
1 hr????,1
1 in,1
1 in var. chance fruit appears,1
1 inflation,1
1 info,1
1 jump,1
1 liczba,1
1 lucky,1
1 m volocity,1
1 million troops,1
1 n,1
1 number:,1
1 numero ,1
1 or 3,1
1 player,1
1 point,1
1 score,1
1 script to read from,1
1 star,1
1 to 0,1
1 to 100,1
1 tocando,1
1 type,1
1 tyrant,1
1 unter l??sung,1
1 velocity,1
1 vs. 1,1
1 winnings,1
1 wrong,1
1 y molmentum,1
1 zaidejas,1
1#functions,1
1%,1
1's,1
1'st password number,1
"1,1",1
"1,2,3",1
"1,3",1
1-,1
Jan-00,1
1-Jan,1
1-100,1
1-100 down,1
1-100 up,1
3-Jan,1
5-Jan,1
1-???? ????????????,1
1-???? ????????????????,1
1-a,1
1. oyuncu,1
1..1,1
1.1,1
1.3,1
1.4,1
1.5,1
1.??????  2.??????  ,1
1.????????????,1
1.??????????????? 2.???????????????,1
1.?????????????????? 0???,1
1.j.cena,1
1.koht,1
1.number,1
1.punkte,1
10 second limit,1
10 sided,1
10 sided pecentile,1
10 words,1
10%,1
1-Oct,1
100 rupees 1,1
100 rupees 2,1
100%,1
1000recently,1
100k,1
100k price,1
100pennies,1
1011111,1
102,1
103,1
1030,1
105,1
10?????????,1
10c??????,1
10desks,1
10dimes,1
10gate,1
10hit,1
10k,1
10k price,1
10m,1
10m price,1
10mod,1
10speed,1
10students,1
10th-a-second,1
10wait,1
1-Nov,1
110,1
111,1
1111,1
112,1
115,1
117,1
11b??????,1
11builderboy11's health,1
11graduates,1
11hit,1
11lectureres,1
11mod,1
12 sided,1
1-Dec,1
12,1
123 house,1
123123123,1
12345,1
1240847177,1
12435,1
128,1
12a??????,1
12hit,1
12mod,1
13d??????,1
13mod,1
13modmod,1
14c??????,1
14mod,1
1.50252E+18,1
15b??????,1
16??????,1
16a??????,1
1738,1
174,1
180,1
183,1
1:00,1
1>,1
1??,1
1?? valore,1
1???,1
1?????????,1
1????????? ??????,1
1???????????? ??????,1
1??_max,1
1??ab mat,1
1??cd mat,1
1\/0,1
1\/2,1
1\/2 finale,1
1\/4-finale,1
1_bullet_rot,1
1_persecprice,1
1a p,1
1and 2,1
1blue,1
1c,1
1complete,1
1content,1
1d,1
1d??????,1
1direction,1
1g,1
1green,1
1he damage change,1
1hp,1
1in,1
1m,1
1m price,1
1n,1
1name,1
1ner schuss,1
1numero,1
1o2,1
1o_min,1
1p,1
1p combo,1
1p garbage,1
1p hits,1
1p score,1
1p y,1
1p?????????,1
1p????????????,1
1pen,1
1pink,1
1pv2p,1
1pvcom,1
1r cop,1
1red,1
1set,1
1speed,1
1st #,1
1st attack,1
1st card,1
1st names,1
1st part,1
1st player,1
1st player score,1
1st time round?,1
1st_enem,1
1stay,1
1stnumber,1
1t,1
1time2,1
1try,1
1valore,1
1wait,1
1x,1
1yellow,1
2 #,1
2 ??????????,1
2 already done,1
2 b popular,1
2 blast,1
2 bounce count,1
2 chosen,1
2 click,1
2 colour,1
2 comp,1
2 controls,1
2 count,1
2 d,1
2 damage have,1
2 direccion,1
2 done?,1
2 for dice 2,1
2 gravity,1
2 h volocity,1
2 health,1
2 hit,1
2 inflation,1
2 info,1
2 jump 2,1
2 jump ?,1
2 key,1
2 lucky,1
2 m volocity,1
2 n,1
2 number:,1
2 op,1
2 player?,1
2 resistence,1
2 star,1
2 tabellen,1
2 times table,1
2 tocando,1
2 type,1
2 tyrant,1
2 unter l??sung,1
2 wins,1
2 wrong,1
2 zaidejas,1
2'nd password number,1
2's,1
"2,1",1
"2,2",1
"2,3",1
1-Feb,1
2-???? ????????????,1
2-???? ????????????????,1
2-hit,1
2. oyuncu,1
2..2,1
2.koht,1
2.number,1
2.punkte,1
2.vel.x,1
2.vel.y,1
20 20 20,1
20 sided,1
20%,1
200,1
20nickels,1
20pi,1
21e3d,1
21s:,1
232,1
234,1
24,1
24-12,1
25%,1
25225566,1
25mm,1
26,1
27,1
27?28?,1
28,1
29,1
2:00,1
2??,1
2?? valore,1
2????????? ??????,1
2???????????? ??????,1
2\\25\\16,1
2_persecprice,1
2_record_notes,1
2_record_time,1
2arrow,1
2bally,1
2blue,1
2c,1
2c??????,1
2content,1
2d,1
2d - square,1
2d?,1
2dgameking,1
2direction,1
2do piso,1
2fall,1
2g,1
2gravity,1
2green,1
2h,1
2hp,1
2kanonenstufe,1
2lamp,1
2liczba,1
2life,1
2name,1
2nd action,1
2nd attack,1
2nd card,1
2nd cars speed,1
2nd enemy's lives:,1
2nd player,1
2nd player score,1
2ndnumber,1
2numero,1
2o_max,1
2o_min,1
2p,1
2p ??????,1
2p blue laps,1
2p combo,1
2p garbage,1
2p hits,1
2p hp,1
2p red laps,1
2p score,1
2p time,1
2p y,1
2p??????,1
2pink,1
2r,1
2red,1
2set,1
2speed,1
2stay,1
2t,1
2t\/f,1
2up,1
2velocity,1
2wait,1
2x,1
2yellow,1
3 already done,1
3 ase 1=p????ll??,1
3 balls 1,1
3 balls 2,1
3 balls chance,1
3 bc,1
3 blast,1
3 chosen,1
3 colour,1
3 contols,1
3 count,1
3 for dice 2,1
3 hit,1
3 hit back,1
3 in a row,1
3 inflation,1
3 jump,1
3 mode,1
3 speed,1
3 star,1
3 times table,1
3 wins,1
3'rd password number,1
3's,1
3*,1
"3,1",1
"3,2",1
"3,3",1
1-Mar,1
3-?? ????????????,1
3-?? ????????????????,1
3,1
3. ase on p????ll??,1
3.koht,1
30???????????????,1
310,1
3126541658,1
322,1
34,1
3434,1
35,1
354,1
36,1
360 noscope,1
37,1
38,1
39,1
3:00,1
3??,1
3??? ??????,1
3????????? ??????,1
3???????????????,1
3??a tec,1
3arrow,1
3b??????,1
3balls,1
3d - cube,1
3d 1,1
3d analygh,1
3d ish,1
3d mode,1
3d or 2d,1
3d votes,1
3d->2d,1
3d?,1
3gravity,1
3hp,1
3lamp,1
3life,1
3m vol,1
3o_max,1
3o_min,1
3players,1
3q,1
3rd attack,1
3rd card,1
3rd chest checked?,1
3rdslot,1
3s,1
3set,1
3speed,1
3stay,1
3t,1
3t\/f,1
3time,1
3time#,1
3wait,1
3x,1
3yv,1
4 already done,1
4 blast,1
4 chosen,1
4 colour,1
4 controls,1
4 count,1
4 done?,1
4 for dice 2,1
4 hit,1
4 inflation,1
4 jump,1
4 leaf clovers,1
4 sided,1
4 speed,1
4 star,1
4 times table,1
4's,1
4'th password number,1
2-Apr,1
4-Apr,1
4-4scope,1
5-Apr,1
4-d click cost,1
4,1
40000 view gift,1
45,1
4567758,1
465681,1
48484,1
4??,1
4??? ??????,1
4????????????,1
4???????????????,1
4??ab inf,1
4??ab mat,1
4\/20,1
4\/202,1
4\/203,1
4\/204,1
4a??????,1
4b,1
4lamp,1
4life,1
4o_max,1
4o_min,1
4quarters,1
4set,1
4speed,1
4stay,1
4t,1
4t\/f,1
4th,1
4th attack,1
4th harm,1
4th wall,1
4wait,1
4y,1
5 already done,1
5 for dice 2,1
5 hit,1
5 sec timer,1
5 star,1
5's,1
1-May,1
3-May,1
4-May,1
5-May,1
5,1
50%,1
50000,1
50000 view gift,1
500k,1
500k price,1
50\/50 pot,1
50k,1
50k price,1
50mm,1
51741514456156165156+,1
52 mil.,1
55,1
55555,1
561588,1
5??,1
5????????????,1
5_level_touch_times,1
5d??????,1
5lamp,1
5m,1
5m price,1
5speed,1
5t,1
5t\/f,1
5th cars speed,1
5wait,1
5y,1
5yt,1
6 already done,1
6 done?,1
6 for dice 2,1
6 hit,1
6 sided,1
6's,1
6*,1
1-Jun,1
60 secs,1
60s,1
62??????,1
645.lkt,1
647,1
6528568575,1
6532345678,1
666,1
69,1
6??,1
6c??????,1
6lamp,1
6speed,1
6th night?,1
6wait,1
6y,1
7 already done,1
7 hit,1
1-Jul,1
74,1
74-89fdas3,1
75,1
75%,1
750 head start,1
76,1
78,1
7??,1
7\/4?,1
7am,1
7b??????,1
7level,1
7mod,1
7sealed,1
7speed,1
7tmp,1
7vel,1
7wait,1
7y,1
8 done?,1
8 hit,1
8 sided,1
1-Aug,1
8-bit,1
8-bit weegee,1
8,1
8.1,1
828.cjh,1
8.64927E+14,1
8833,1
8??,1
8a??????,1
8ballshake,1
8dc,1
8mod,1
8sealed,1
8speed,1
8uy,1
8wait,1
8y,1
9 count,1
1-Sep,1
9-cat,1
90??????,1
94,1
99 block clicks,1
99 block power,1
99 block stuff,1
9999999,1
9??,1
9d??????,1
9er,1
9hit,1
9mod,1
9speed,1
9wait,1
: to go,1
:(,1
:),1
:):):):):):):),1
:-p,1
:.,1
::,1
::.,1
:::::,1
:angle: score,1
:cost:,1
:done,1
:p,1
:pshh,1
:s,1
;,1
;cost;,1
< player 2 >,1
< player >,1
<-,1
<- ->,1
<3 ,1
<b,1
<b2,1
<direction<,1
<empty>,1
1,1
2,1
=cost=,1
#NAME?,1
#NAME?,1
>>>>>>>>>><<<<<<<<<,1
>direction>,1
>ur time!<,1
? \/ $,1
? cookable,1
? hp,1
? position x,1
? position y,1
?? ????,1
?? ????????!,1
?? mode,1
??. ??????,1
??. ??????????,1
??. ????????????,1
??.??.,1
??? !!!wastedmoney,1
??? # of completed,1
??? # of entries,1
??? # of people that have played this game,1
??? # of people who fell for this,1
??? # of players,1
??? #cach,1
??? #hashtag,1
??? #of users,1
??? #ofbomb,1
??? #ofboo,1
??? #ofbullet,1
??? #ofchuck,1
??? #ofdino,1
??? #ofpirahna,1
??? #ofplayers,1
??? #ofthwomp,1
??? #teamcap,1
??? #teamironman,1
??? #winner,1
??? ----------,1
??? -blueswirl-,1
??? -cherri-,1
??? -choco_bar-,1
??? -pocky-,1
??? ..,1
??? .total votes:,1
??? 0,1
??? 01,1
??? 01. player1status,1
??? 01. song,1
??? 02,1
??? 02. dj,1
??? 02. player2status,1
??? 03,1
??? 03. player1y,1
??? 03. status,1
??? 04. player2y,1
??? 05. player1score,1
??? 06. player2score,1
??? 07. ballx,1
??? 08. bally,1
??? 09. player1score,1
??? 1 votes,1
??? 1(??????????????????????????????),1
"??? 1, 2",1
"??? 1,a",1
??? 1-inflation,1
??? 10. player2score,1
??? 100kpacks,1
??? 10th-a-second,1
??? 123,1
??? 19 choosers!,1
??? 1???,1
??? 2 votes,1
??? 2-inflation,1
??? 21 choosers!,1
??? 2???,1
??? 2a4hhkf2545kdsa2,1
??? 2c,1
??? 2nd fastest time,1
??? 2r,1
??? 3 votes,1
??? 3-inflation,1
??? 3520641698,1
??? 3???,1
??? 3rd fastest time,1
??? 4 votes,1
??? 4-inflation,1
??? 4???,1
??? 5???,1
??? ???  chespin,1
??? ???  total injuries,1
??? ??? ??? ??? ??? ??? ??? ??? ??? ??? ??? ???skydrop ii??? ??? ??? ??? ??? ??? ??? ??? ??? ??? ??? ???,1
??? ??? ??? total kitties,1
??? ??? ????????????????????,1
??? ??? crashes,1
??? ??? easyhs,1
??? ??? gravity,1
??? ??? highscore,1
??? ??? houses,1
??? ??? how many people killed jailerz,1
??? ??? how many people that have heard all of this,1
??? ??? how many people were killed by jailerz,1
??? ??? i do not know. but i love f4f,1
??? ??? mensagens,1
??? ??? players,1
??? ??? pressing highscore,1
??? ??? pro status,1
??? ??? send,1
??? ??? total deaths of everyone,1
??? ??? votes ???,1
??? ??? world highscore distance2,1
??? ??? world record,1
??? ?????? ???,1
??? ???????,1
??? ???????????? 1,1
??? ???????????? 2,1
??? ???????????? ???,1
??? ????????????1,1
??? ????????????2,1
??? ????????????3,1
??? ????????????4,1
??? ??????????????4,1
??? ????????????????,1
??? ????????????????2,1
??? ????????????????3,1
??? ?????????????????? ???????????????????? : ????????????,1
??? ?????????????????? ????????????????????????,1
??? ????????????????????????,1
??? ???????????????????????????1???,1
??? ???????????????????????????2???,1
??? ???????????????????????????3???,1
??? ???????????????????????????4???,1
??? ???????????????????????????5???,1
??? ??????????????????p1,1
??? ??????????????????p2,1
??? ??????ok,1
??? ???ho many people have clicked on this,1
??? @players,1
??? __bitmap__,1
??? _datatransfer,1
??? a-votes,1
??? aantal deelnemers,1
??? accept,1
??? access,1
??? accomplished whovians,1
??? acecaps,1
??? acewr,1
??? active,1
??? active users,1
??? activity,1
??? activity id,1
??? add,1
??? admin sessions,1
??? adminonline,1
??? adventure,1
??? adventures,1
??? aj,1
??? alex rider,1
??? all 3!,1
??? all clicks,1
??? all hifives,1
??? all points combined,1
??? all saved cats,1
??? all time clicked score!,1
??? all time clicks,1
??? all time lowest score,1
??? all time questions answered correct,1
??? all time votes,1
??? all wood collected ever,1
??? alltime points scored by defense,1
??? alpachi,1
??? alphapacksbought!,1
??? altuserdet,1
??? am,1
??? amanda votes,1
??? amount of ppl online,1
??? android,1
??? angel beats,1
??? angry people,1
??? animated things so far,1
??? animation,1
??? answer f4f,1
??? answers,1
??? anti-cheat,1
??? anythingxpos,1
??? anythingypos,1
??? apple score,1
??? aprox people,1
??? ar,1
??? arrowkeys,1
??? arrowshowing,1
??? asus users,1
??? asuses,1
??? athlete,1
??? attack,1
??? attack on titan,1
??? attemps,1
??? auj_lose,1
??? auj_losesum,1
??? auj_win,1
??? auj_winsum,1
??? available players,1
??? awesome votes,1
??? b votes,1
??? b-votes,1
??? b????d,1
??? background,1
??? backup,1
??? bad descicions cloud,1
??? bagel-nuts,1
??? bagels eaten in the world,1
??? ball=ready,1
??? baller,1
??? ballerina,1
??? balloons popped worldwide,1
??? balls lost,1
??? ballx1,1
??? bally1,1
??? banned,1
??? barcelona,1
??? base ball lives,1
??? base ball x,1
??? base ball y,1
??? baseballs caught in the entire world,1
??? basket ball lives,1
??? basket ball x,1
??? basket ball y,1
??? basketball players,1
??? batman,1
??? beaten night 1?,1
??? beats,1
??? beats solo 2 votes,1
??? best ever score,1
??? best score,1
??? best score aka high score,1
??? best score of today,1
??? bitmap,1
??? bits,1
??? black and grey,1
??? blah!,1
??? blast time left,1
??? blaster,1
??? block reward,1
??? bloop,1
??? blue players,1
??? blue x,1
??? blue y,1
??? blue's health,1
??? bluecrew,1
??? bonestar,1
??? bookworm,1
??? boss life,1
??? bot's points,1
??? bow,1
??? box items reclaimed in total:,1
??? breadcrumbs laid,1
??? broadcasts,1
??? brown,1
??? btdnoob,1
??? bubble,1
??? bug score,1
??? bugbutton,1
??? bugfail,1
??? buggame,1
??? burger king,1
??? burgular,1
??? bush,1
??? buss,1
??? bussimposs,1
??? button pressed:,1
??? buttons pressed,1
??? buys,1
??? bye,1
??? c votes,1
??? c-votes,1
??? c1,1
??? c2,1
??? cakes eaten in stampy's lovely world,1
??? calledforhelp?,1
??? can,1
??? canchange,1
??? candy(world),1
??? carson,1
??? cash,1
??? cat,1
??? cat clicker highscore,1
??? cat dead,1
??? cat level,1
??? cat votes,1
??? cat1 x,1
??? catcat800,1
??? catcraze,1
??? catd,1
??? cats found!,1
??? cats saved,1
??? cats splated,1
??? celestia,1
??? cessations,1
??? character2x,1
??? character2y,1
??? characterx,1
??? charactery,1
??? charizard,1
??? charlene votes,1
??? chars ???,1
??? chat1,1
??? chat2,1
??? chat3,1
??? chat4,1
??? chat5,1
??? check cat,1
??? check mouse,1
??? checken,1
??? checkinactivity,1
??? checknote?,1
??? checkplayer1,1
??? checkplayer2,1
??? checkreturn,1
??? cheesy puffs eaten,1
??? chef,1
??? chespin,1
??? chespin votes,1
??? chicken,1
??? chicken!!!!,1
??? chikorita votes,1
??? chilly,1
??? chimicher votes,1
??? chinese yang,1
??? chocolate chips,1
??? chose *no*,1
??? chose *yes*,1
??? christie,1
??? chs,1
??? classic highscore:,1
??? cld_score,1
??? click on stage once if you have an account!,1
??? click score:,1
??? click special,1
??? clicked!,1
??? clicker,1
??? clicks (stored on cloud),1
??? clicks ever,1
??? clicks!,1
??? clinton,1
??? cloud (creative),1
??? cloud activity,1
??? cloud activity id,1
??? cloud broadcast,1
??? cloud clicks,1
??? cloud comments (#),1
??? cloud filter,1
??? cloud gryffindor,1
??? cloud hufflepuff,1
??? cloud level id,1
??? cloud level name,1
??? cloud levels,1
??? cloud loves,1
??? cloud money,1
??? cloud ravenclaw,1
??? cloud slytherin,1
??? cloud snacks,1
??? cloud uploaders,1
??? cloud user activity,1
??? cloud users,1
??? cloud vec,1
??? cloud water,1
??? cloud_score,1
??? cloud_var(only supports numbers),1
??? cloudanswer,1
??? coco,1
??? coconuts,1
??? code,1
??? codecoin currency code:,1
??? codecoin currency:,1
??? coding,1
??? colonies,1
??? color,1
??? combat,1
??? comments,1
??? comprar,1
??? computer lovers,1
??? configuracion,1
??? connected,1
??? cookie,1
??? cookie high score,1
??? cookies eaten,1
??? cool things,1
??? coolness,1
??? corgi votes,1
??? corrects,1
??? costume1,1
??? counter,1
??? cps,1
??? cpu health,1
??? creeper,1
??? cruz,1
??? cures,1
??? current version,1
??? currentsong,1
??? currentupdateable,1
??? cursors! high score,1
??? cw,1
??? d,1
??? dance and dance!,1
??? dantdm votes,1
??? danzinhocost,1
??? danzinhoxpos,1
??? danzinhoypos,1
??? dark chocolate,1
??? dark kiwi wins:,1
??? dark&white chocolate lovers!,1
??? data01,1
??? dead,1
??? death count,1
??? deaths everyone in total,1
??? deaths scratchwide,1
??? decode  ???,1
??? deelnemers,1
??? desapare??a,1
??? detection,1
??? detector,1
??? devil,1
??? devils7329,1
??? didn'tchecknote?,1
??? didn'twanttogo?,1
??? dillard votes,1
??? dinero,1
??? dislike cheese,1
??? dislikes,1
??? dislikes scratch,1
??? distance,1
??? division quest,1
??? do you think this is funny?,1
??? dog votes,1
??? dogqueengirl,1
??? dogx,1
??? dollar words found (global),1
??? dolphins created,1
??? dont like ms.p,1
??? doraemon,1
??? dos,1
??? down,1
??? download,1
??? downloaded?1,1
??? dpc,1
??? dps,1
??? dr pepper,1
??? dragon ball z,1
??? draw,1
??? dt haters,1
??? dt lovers,1
??? dumble votes,1
??? dumbo's who typed their username,1
??? eaglenest,1
??? earned money,1
??? easter egg count.,1
??? easy highscore,1
??? easy wins,1
??? editor plays,1
??? eevee,1
??? egg!!!!!!!!,1
??? elephantorus,1
??? elites earned,1
??? encode ???,1
??? end?,1
??? endreached,1
??? energia,1
??? eon,1
??? errors,1
??? escondite,1
??? espeon,1
??? established connection?,1
